title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
Chibikko Remi to Meiken Kapi,,MOVIE,1.0,81.0,OTHER,SPRING,Adventure;Drama;Slice of Life,,48.0,1970-03-17,JP
Tiger Mask (Movie),,MOVIE,1.0,50.0,MANGA,SPRING,,Wrestling,52.0,1970-03-17,JP
"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",,MOVIE,1.0,12.0,OTHER,WINTER,,,73.0,1970-03-21,JP
Yasashii Lion,,MOVIE,1.0,27.0,OTHER,SPRING,Drama;Fantasy,Circus;Kids;Coming of Age;Musical Theater;Fairy Tale;Animals;Orphan,50.0,1970-03-21,JP
Attack No.1 (1970),,MOVIE,1.0,65.0,OTHER,SPRING,Drama;Sports,Shoujo;Volleyball;Female Protagonist,60.0,1970-03-21,JP
Kyojin no Hoshi: Dai League Ball,,MOVIE,1.0,70.0,MANGA,SPRING,Drama;Sports,Shounen;Baseball,73.0,1970-03-21,JP
Itazura Tenshi Chippo-chan,,TV_SHORT,240.0,5.0,ORIGINAL,SPRING,Comedy,Achromatic;Kids,53.0,1970-03-30,JP
Doubutsu Mura Monogatari,,TV_SHORT,100.0,5.0,ORIGINAL,SPRING,,Animals;Kids,53.0,1970-03-30,JP
Ashita no Joe,Tomorrow's Joe,TV,79.0,25.0,MANGA,SPRING,Action;Drama;Slice of Life;Sports,Boxing;Coming of Age;Delinquents;Anti-Hero;Male Protagonist;Shounen;Class Struggle;Primarily Male Cast;Rehabilitation;Ojou-sama,81.0,1970-04-01,JP
Bakuhatsu Gorou,,TV,26.0,25.0,OTHER,SPRING,Comedy;Sports,Male Protagonist;School Club;School;Judo;Bullying;Delinquents;Football;Baseball;Martial Arts,45.0,1970-04-03,JP
Otanoshimi Anime Gekijou,,TV,26.0,54.0,OTHER,SPRING,Comedy,,61.0,1970-04-05,JP
Konchuu Monogatari Minashigo Hutch,The Adventures of Hutch the Honeybee,TV,91.0,24.0,ORIGINAL,SPRING,Adventure;Comedy;Drama,Kids;Animals;War,64.0,1970-04-07,JP
Akakichi no Eleven,,TV,52.0,25.0,MANGA,SPRING,Sports,Football;School;Delinquents;Shounen,50.0,1970-04-13,JP
Kaitei Sanman Mile,,MOVIE,1.0,60.0,OTHER,SUMMER,Adventure;Fantasy,Kaiju;Lost Civilization;Environmental;Scuba Diving;Ships,54.0,1970-07-19,JP
Tiger Mask Fuku Men League Sen,Tiger Mask: War against the League of Masked Wrestlers,MOVIE,1.0,55.0,MANGA,SUMMER,,Wrestling,51.0,1970-07-19,JP
Attack No.1: Namida no Kaiten Receive,,MOVIE,1.0,60.0,OTHER,SUMMER,Drama;Sports,Shoujo;Volleyball;Female Protagonist;Primarily Female Cast,50.0,1970-08-01,JP
Kyojin no Hoshi: Shukumei no Taiketsu,,MOVIE,1.0,60.0,MANGA,SUMMER,Drama;Sports,Shounen;Baseball,73.0,1970-08-01,JP
Ijiwaru Baa-san,,TV,39.0,25.0,MANGA,FALL,Comedy;Slice of Life,,61.0,1970-09-03,JP
Cleopatra,Cleopatra,MOVIE,1.0,113.0,ORIGINAL,FALL,Comedy;Drama;Ecchi;Sci-Fi,Nudity;Historical;Foreign;Isekai,53.0,1970-09-15,JP
Otoko Doahou! Koushien,,TV_SHORT,156.0,10.0,MANGA,FALL,Action;Sports,Shounen;Male Protagonist;Baseball;Primarily Male Cast;School,53.0,1970-09-28,JP
Kick no Oni,Demon of the Kick,TV,26.0,25.0,OTHER,FALL,Drama;Sports,Shounen;Martial Arts,43.0,1970-10-02,JP
Inakappe Taishou,General Inakappe,TV,104.0,24.0,OTHER,FALL,Comedy;Sports,Judo,62.0,1970-10-04,JP
Norakuro,,TV,26.0,24.0,MANGA,FALL,Comedy,,52.0,1970-10-05,JP
Mahou no Mako-chan,,TV,48.0,24.0,OTHER,FALL,Mahou Shoujo;Romance,Magic;Heterosexual;Mermaid,62.0,1970-11-02,JP
Attack No.1: Namida no Sekai Senshuken,,MOVIE,1.0,51.0,OTHER,FALL,Drama;Sports,Volleyball;Shoujo;Primarily Female Cast,49.0,1970-12-19,JP
Kabatotto,Hippo and Thomas,TV_SHORT,300.0,5.0,OTHER,WINTER,Comedy,,48.0,1971-01-01,JP
Andersen Monogatari,Hans Christian Andersen Stories,TV,52.0,24.0,OTHER,WINTER,Fantasy,Classic Literature;Fairy Tale;Anthology;Animals;Kids,59.0,1971-01-03,JP
Chingou Muchabee,,TV,26.0,26.0,OTHER,WINTER,Adventure;Comedy,Historical;Samurai;Achromatic,61.0,1971-02-15,JP
Attack No.1: Namida no Fushichou,,MOVIE,1.0,60.0,OTHER,SPRING,Drama;Sports,Shoujo;Volleyball;Female Protagonist;Primarily Female Cast,49.0,1971-03-17,JP
Doubutsu Takarajima,Animal Treasure Island,MOVIE,1.0,75.0,OTHER,SPRING,Adventure,Pirates;Animals;Anthropomorphism;Kids;Ships;Travel;Primarily Animal Cast;Slapstick;Anachronism,61.0,1971-03-20,JP
Ninpuu Kamui Gaiden: Tsukihigai no Maki,,MOVIE,1.0,90.0,MANGA,SPRING,Action;Adventure;Drama,Seinen,73.0,1971-03-20,JP
Kick no Oni (1971),,MOVIE,1.0,25.0,OTHER,SPRING,Sports,Shounen;Martial Arts,73.0,1971-03-20,JP
Ketsudan,,TV,26.0,25.0,OTHER,SPRING,Drama,War;Historical;Military;Ships,53.0,1971-04-03,JP
Sasurai no Taiyou,,TV,26.0,24.0,MANGA,SPRING,Drama;Music,Travel;Philosophy;Bullying;Heterosexual;Female Protagonist;Coming of Age;Shoujo;Idol;Revenge;Family Life,63.0,1971-04-08,JP
Ali Baba to 40-hiki no Touzoku,Ali Baba and the Forty Thieves,MOVIE,1.0,55.0,OTHER,SUMMER,Action;Fantasy,Animals,53.0,1971-07-08,JP
Shin Obake no Q-tarou,,TV,70.0,25.0,OTHER,FALL,Comedy;Slice of Life;Supernatural,School,57.0,1971-09-01,JP
Tensai Bakabon,,TV,40.0,25.0,OTHER,FALL,Comedy,Family Life;Male Protagonist;Surreal Comedy;Slapstick,61.0,1971-09-25,JP
Sekai Monoshiri Ryouko,,TV_SHORT,1006.0,5.0,OTHER,FALL,Comedy,,53.0,1971-10-01,JP
Fushigi na Melmo,,TV,26.0,20.0,MANGA,FALL,Adventure;Comedy;Drama;Mahou Shoujo,Magic;Age Regression;Female Protagonist;Shoujo;Nudity;Gods;Educational;Chimera;Body Horror,61.0,1971-10-03,JP
Sarutobi Ecchan,Sarutobi Ecchan,TV,26.0,25.0,OTHER,FALL,Comedy;Mahou Shoujo,Magic;Kids;Ninja;School,62.0,1971-10-04,JP
Apache Yakyuugun,Apache Baseball Team,TV,26.0,20.0,MANGA,FALL,Action;Sports,Delinquents;Baseball;Shounen;School,57.0,1971-10-06,JP
Kunimatsu-sama no Otoridai,,TV,46.0,22.0,OTHER,FALL,Comedy;Sports,School;Shounen;Baseball,61.0,1971-10-06,JP
Gegege no Kitarou (1971),,TV,45.0,25.0,MANGA,FALL,Adventure;Supernatural,Youkai;Demons;Super Power,63.0,1971-10-07,JP
Shin Skyers 5,,TV,25.0,24.0,ORIGINAL,FALL,Action;Sci-Fi,,61.0,1971-10-14,JP
Lupin III,Lupin the 3rd,TV,23.0,25.0,MANGA,FALL,Adventure;Comedy,Seinen;Anti-Hero;Fugitive;Episodic;Crime;Male Protagonist;Guns;Primarily Adult Cast;Mafia;Cars,74.0,1971-10-24,JP
Genshi Shounen Ryuu,Ryu the Primitive Boy,TV,22.0,25.0,MANGA,FALL,Adventure;Romance,Male Protagonist;Shounen;Estranged Family;Dinosaurs;Tanned Skin;Spearplay;Slavery;Survival;Adoption;Cult,58.0,1971-10-30,JP
Kashi no Ki Mokku,,TV,52.0,24.0,OTHER,WINTER,Adventure;Fantasy,,61.0,1972-01-04,JP
Moomin (1972),,TV,52.0,25.0,OTHER,WINTER,Adventure;Comedy;Fantasy;Slice of Life,Classic Literature;Anthropomorphism,60.0,1972-01-09,JP
Seigi wo Aisuru Mono Gekkou Kamen,,TV,39.0,20.0,OTHER,WINTER,Action;Adventure,Superhero;Tokusatsu,55.0,1972-01-10,JP
Nagagutsu Sanjuushi,,MOVIE,1.0,52.0,OTHER,SPRING,Adventure,Kids;Animals;Classic Literature,63.0,1972-03-18,JP
Umi no Triton,Triton of the Sea,TV,27.0,23.0,MANGA,SPRING,Adventure;Fantasy,Shounen;Male Protagonist;Philosophy;Revenge;Environmental;Animals;War;Survival;Travel;Super Power,60.0,1972-04-01,JP
Mahou Tsukai Chappy,,TV,39.0,25.0,OTHER,SPRING,Mahou Shoujo,Magic;Female Protagonist,61.0,1972-04-03,JP
Akadou Suzunosuke,,TV,52.0,24.0,OTHER,SPRING,Adventure,Historical;Samurai,57.0,1972-04-05,JP
Anime Document: München e no Michi,,TV,16.0,25.0,OTHER,SPRING,Sports,Volleyball;Foreign,61.0,1972-04-23,JP
Devilman,Devilman,TV,39.0,25.0,MANGA,SUMMER,Action;Fantasy;Horror;Supernatural,Demons;Slapstick;Kaiju;Tokusatsu;Urban Fantasy;Episodic;School;Henshin;Meta;Heterosexual,63.0,1972-07-08,JP
Maken Liner 0011 Henshin Seyo!,,MOVIE,1.0,50.0,OTHER,SUMMER,Action;Mecha;Sci-Fi,Male Protagonist;Cyborg;Aliens;Animals;Space;Shapeshifting,43.0,1972-07-16,JP
Kagaku Ninja-Tai Gatchaman,Gatchaman,TV,105.0,25.0,ORIGINAL,FALL,Action;Adventure;Fantasy;Sci-Fi,Superhero;Tokusatsu;Episodic;Espionage;Cars;Revenge;Kaiju;Aliens;Work;Motorcycles,64.0,1972-10-01,JP
Astroganger,Astroganger,TV,26.0,24.0,OTHER,FALL,Action;Adventure;Mecha;Sci-Fi,Super Robot;Aliens,51.0,1972-10-04,JP
Hazedon,,TV,26.0,25.0,ORIGINAL,FALL,Adventure;Comedy;Fantasy,Anthropomorphism;Mermaid;Kids,61.0,1972-10-05,JP
Kaiketsu Tamagon,,TV_SHORT,195.0,5.0,OTHER,FALL,Adventure;Comedy,Kids,52.0,1972-10-05,JP
Ryuuichi Manga Gekijou: Onbu Obake,,TV,52.0,25.0,ORIGINAL,FALL,Supernatural,Kids;Ghost;Historical,61.0,1972-10-07,JP
Dokonjou Gaeru,The Gutsy Frog,TV,103.0,20.0,MANGA,FALL,Comedy,Shounen;Animals;Male Protagonist;Slapstick;Primarily Child Cast;Anachronism,66.0,1972-10-07,JP
Mazinger Z,Mazinger Z,TV,92.0,25.0,MANGA,FALL,Action;Drama;Mecha;Sci-Fi,Super Robot;Episodic;Shounen;Motorcycles;Male Protagonist;Primarily Male Cast;Heterosexual;Tsundere;Love Triangle;Lost Civilization,68.0,1972-12-03,JP
Panda Kopanda,Panda! Go Panda!,MOVIE,1.0,30.0,ORIGINAL,FALL,Adventure;Comedy;Fantasy;Slice of Life,Kids;Animals;Female Protagonist;Orphan;Family Life;Circus;Anthropomorphism,61.0,1972-12-17,JP
Nanmu Ichibyou Sokusai,,MOVIE,1.0,17.0,ORIGINAL,WINTER,Music,,46.0,1973-01-01,JP
Babel Nisei (1973),,TV,39.0,25.0,MANGA,WINTER,Adventure;Mecha;Sci-Fi;Supernatural,Shounen;Robots;Super Power;Military;Conspiracy;Primarily Male Cast;Lost Civilization;Shapeshifting;Aliens,57.0,1973-01-01,JP
Kerokko Demetan,,TV,39.0,20.0,ORIGINAL,WINTER,Comedy,Animals;Anthropomorphism;Kids,60.0,1973-01-02,JP
Yama Nezumi Rocky Chuck,Fables of the Green Forest,TV,52.0,26.0,OTHER,WINTER,Adventure;Fantasy,Kids;Animals;Classic Literature;Heterosexual;Wilderness;Ensemble Cast;Male Protagonist;Primarily Animal Cast,53.0,1973-01-07,JP
Jungle Kurobee,,TV,31.0,25.0,MANGA,SPRING,Comedy,Kids,55.0,1973-03-02,JP
Panda Kopanda: Amefuri Circus no Maki,"Panda! Go, Panda!: Rainy Day Circus",MOVIE,1.0,38.0,ORIGINAL,WINTER,Adventure;Comedy;Fantasy;Slice of Life,Kids;Circus;Animals;Anthropomorphism;Female Protagonist;Family Life,59.0,1973-03-17,JP
Panda no Daibouken,,MOVIE,1.0,53.0,ORIGINAL,SPRING,Adventure,Travel;Animals,48.0,1973-03-17,JP
Doraemon,,TV,26.0,25.0,MANGA,SPRING,Adventure;Comedy;Fantasy,Kids;Shounen,72.0,1973-04-01,JP
Wansa-kun,,TV,26.0,25.0,MANGA,SPRING,Comedy;Drama,Animals;Coming of Age,58.0,1973-04-02,JP
Kouya no Shounen Isamu,,TV,52.0,20.0,MANGA,SPRING,Action;Adventure,Cowboys;Historical;Shounen;Guns;Foreign,61.0,1973-04-04,JP
Microid S,,TV,26.0,25.0,OTHER,SPRING,Sci-Fi,,60.0,1973-04-07,JP
Kanashimi no Belladonna,Belladonna of Sadness,MOVIE,1.0,89.0,OTHER,SUMMER,Drama;Psychological,Nudity;Historical;Female Protagonist;Defloration;Witch;Philosophy;Ero Guro;Body Horror;Rape;Anti-Hero,71.0,1973-06-30,JP
Mazinger Z vs. Devilman,Mazinger Z vs. Devilman,MOVIE,1.0,43.0,OTHER,SUMMER,Adventure;Mecha;Sci-Fi,Shounen;Demons;Super Robot;Crossover;Male Protagonist;Motorcycles,57.0,1973-07-18,JP
Zero Tester,,TV,38.0,24.0,ORIGINAL,FALL,Action;Adventure;Mecha;Sci-Fi,Super Robot;Space,61.0,1973-10-01,JP
Miracle Shoujo Limit-chan,,TV,25.0,24.0,ORIGINAL,FALL,Comedy;Mahou Shoujo;Sci-Fi,Magic;Super Power;School,48.0,1973-10-01,JP
Shinzou Ningen Casshern,Neo Human Casshan,TV,35.0,25.0,ORIGINAL,FALL,Action;Mecha;Sci-Fi,Robots;Tokusatsu;Superhero;Dystopian;Episodic;Revenge;Cyborg;Male Protagonist;Isekai,62.0,1973-10-02,JP
Karate Baka Ichidai,Karate Master,TV,47.0,20.0,MANGA,FALL,Action;Adventure;Drama;Sports,Shounen;Martial Arts;Male Protagonist;Foreign;Yakuza;Guns;Revenge;Judo;Wrestling;Boxing,58.0,1973-10-03,JP
Dororon Enma-kun,,TV,25.0,24.0,MANGA,FALL,Comedy;Fantasy;Horror;Supernatural,Youkai;Male Protagonist;Shounen;Episodic,62.0,1973-10-04,JP
Ace wo Nerae!,Aim for the Ace!,TV,26.0,24.0,MANGA,FALL,Drama;Sports,Tennis;School Club;Shoujo;Female Protagonist;Primarily Female Cast;Coming of Age;Primarily Teen Cast;Bullying;Ojou-sama;School,70.0,1973-10-05,JP
Bouken Korobokkuru,,TV,26.0,25.0,OTHER,FALL,Adventure,Mythology;Kids,48.0,1973-10-06,JP
Samurai Giants,,TV,46.0,25.0,OTHER,FALL,Action;Drama;Sports,Shounen;Baseball;Male Protagonist;Primarily Adult Cast;Primarily Male Cast;Delinquents;Suicide;Samurai,64.0,1973-10-07,JP
Cutey Honey,Cutie Honey,TV,25.0,25.0,MANGA,FALL,Action;Adventure;Ecchi;Mahou Shoujo;Sci-Fi,Female Protagonist;Episodic;Shounen;Villainess;Henshin;Revenge;Cyborg;Slapstick;Crime;Martial Arts,60.0,1973-10-13,JP
Shijin no Shougai,A Poet's Life,MOVIE,1.0,19.0,ORIGINAL,WINTER,Drama;Fantasy;Psychological,Historical;Male Protagonist;Hikikomori,51.0,1974-01-01,JP
Hoshi no Ko Poron,,TV_SHORT,260.0,5.0,OTHER,WINTER,Sci-Fi,Educational,43.0,1974-01-04,JP
Alps no Shoujo Heidi,"Heidi, Girl of the Alps",TV,52.0,25.0,OTHER,WINTER,Drama;Slice of Life,Classic Literature;Rural;Foreign;Rehabilitation;Female Protagonist;Historical;Kids;Primarily Child Cast;Coming of Age;Animals,72.0,1974-01-06,JP
Dame Oyaji,,TV,26.0,25.0,MANGA,WINTER,Comedy,Slapstick;Family Life;Shounen,61.0,1974-02-04,JP
Kikansha Yaemon: D51 no Daibouken,,MOVIE,1.0,62.0,OTHER,SPRING,Fantasy,Kids;Trains,43.0,1974-03-16,JP
Chargeman Ken!,Chargeman Ken,TV_SHORT,65.0,7.0,ORIGINAL,SPRING,Action;Adventure;Sci-Fi;Supernatural,Surreal Comedy;Episodic;Tokusatsu;Anti-Hero;Henshin;Aliens;Shapeshifting;Guns;Superhero;Conspiracy,41.0,1974-04-01,JP
Majokko Megu-chan,Witch Girl Meg,TV,72.0,25.0,ORIGINAL,SPRING,Mahou Shoujo,Magic;Female Protagonist;Episodic,63.0,1974-04-01,JP
Judo Sanka,,TV,27.0,24.0,OTHER,SPRING,Drama;Sports,Judo;Shounen;Male Protagonist;School Club;School;Martial Arts,54.0,1974-04-01,JP
Chiisana Viking Vickie,Vicky the Viking,TV,78.0,24.0,OTHER,SPRING,Adventure;Comedy,Vikings;Historical;Kids;Classic Literature,61.0,1974-04-03,JP
Getter Robo,Getter Robo,TV,51.0,25.0,MANGA,SPRING,Action;Mecha;Sci-Fi,Super Robot;Ensemble Cast;Dinosaurs;Motorcycles;Episodic;Kaiju;Martial Arts;Shounen;Primarily Male Cast;Love Triangle,64.0,1974-04-04,JP
Tonari no Tamageta-kun,,TV_SHORT,60.0,5.0,OTHER,SPRING,Comedy;Sci-Fi,,53.0,1974-04-05,JP
Konchuu Monogatari: Shin Minashigo Hutch,The New Adventures of Hutch the Honeybee,TV,26.0,25.0,ORIGINAL,SPRING,Adventure;Comedy;Drama,Animals;Kids,60.0,1974-04-05,JP
Gan to Gon,,TV_SHORT,260.0,5.0,ORIGINAL,WINTER,Comedy,,53.0,1974-04-05,JP
Hoshi no Ko Chobin,,TV,26.0,20.0,ORIGINAL,SPRING,Adventure;Sci-Fi,Aliens,53.0,1974-04-05,JP
Zero Tester: Chikyuu wo Mamore!,,TV,28.0,24.0,OTHER,SUMMER,Action;Adventure;Mecha;Sci-Fi,Space,57.0,1974-06-24,JP
Jack to Mame no Ki,Jack And The Beanstalk,MOVIE,1.0,98.0,OTHER,SUMMER,Fantasy,Fairy Tale;Witch;Musical Theater;Kids;Male Protagonist;Magic,53.0,1974-07-20,JP
Mazinger Z tai Ankoku Daishogun,,MOVIE,1.0,43.0,OTHER,SUMMER,Action;Mecha,Shounen;War;Male Protagonist;Super Robot,62.0,1974-07-25,JP
Getter Robo (Movie),Getter Robo Movie,MOVIE,1.0,25.0,OTHER,SUMMER,Action;Mecha;Sci-Fi,Shounen;Super Robot,47.0,1974-07-27,JP
Great Mazinger,Great Mazinger,TV,56.0,25.0,MANGA,FALL,Mecha,Super Robot;Lost Civilization;War;Gods;Proxy Battle;Cyborg;Episodic;Male Protagonist;Orphan;Shounen,68.0,1974-09-08,JP
Urikupen Kyuujotai,Urikupen Rescue Team,TV_SHORT,156.0,5.0,ORIGINAL,FALL,Adventure;Comedy,Animals,53.0,1974-09-30,JP
Jim Button,Jim Button,TV,26.0,23.0,OTHER,FALL,Adventure;Fantasy,Kids;Magic;Trains,61.0,1974-10-04,JP
Hurricane Polymar,Hurricane Polymar,TV,26.0,25.0,OTHER,FALL,Action;Adventure;Comedy;Sci-Fi,Tokusatsu;Henshin;Detective;Super Power;Superhero;Male Protagonist;Episodic;Shapeshifting,62.0,1974-10-04,JP
Hajime Ningen Gyatoruz,,TV,77.0,20.0,MANGA,FALL,Comedy,,62.0,1974-10-05,JP
Tentou Mushi no Uta,,TV,104.0,25.0,MANGA,FALL,Drama;Slice of Life,Family Life,58.0,1974-10-06,JP
Uchuu Senkan Yamato,Star Blazers: The Quest for Iscandar,TV,26.0,25.0,ORIGINAL,FALL,Action;Adventure;Drama;Sci-Fi,Space;Space Opera;Aliens;Military;War;Ships;Travel;Post-Apocalyptic;Ensemble Cast;Primarily Adult Cast,72.0,1974-10-06,JP
Calimero,,TV,45.0,25.0,OTHER,FALL,Comedy,,54.0,1974-10-15,JP
Barbapapa,Barbapapa,TV_SHORT,52.0,5.0,OTHER,WINTER,Comedy;Fantasy,Kids;Family Life;Environmental;Shapeshifting;Animals;Ensemble Cast;Travel;Episodic,57.0,1974-12-15,JP
Flanders no Inu,,TV,52.0,26.0,OTHER,WINTER,Drama;Slice of Life,Male Protagonist;Primarily Child Cast;Philosophy;Class Struggle;Classic Literature;Animals;Foreign;Historical;Drawing,69.0,1975-01-05,JP
Manga Nippon Mukashibanashi,,TV,12.0,25.0,OTHER,WINTER,,Historical,61.0,1975-01-07,JP
Kore ga UFO da! Soratobu Enban,That is an UFO! The Flying Saucer,MOVIE,1.0,17.0,ORIGINAL,SPRING,Sci-Fi,Space;Educational;Foreign;Aliens,49.0,1975-03-21,JP
Andersen Douwa Ningyo Hime,Hans Christian Andersen's The Little Mermaid,MOVIE,1.0,68.0,OTHER,SPRING,Drama;Fantasy;Romance,Fairy Tale;Foreign;Mermaid;Royal Affairs;Classic Literature;Magic;Coastal;Kids;Female Protagonist;Medieval,61.0,1975-03-21,JP
Great Mazinger tai Getter Robo,,MOVIE,1.0,30.0,MANGA,SPRING,Action;Mecha;Sci-Fi,Crossover;Super Robot;Aliens;Primarily Male Cast;Male Protagonist,55.0,1975-03-21,JP
Mitsubachi Maya no Bouken,Maya the Bee,TV,52.0,25.0,OTHER,SPRING,Adventure;Comedy,Animals;Educational;Primarily Animal Cast;Classic Literature;Kids;Outdoor Activities;Rural,62.0,1975-04-01,JP
Yuusha Raideen,,TV,50.0,20.0,ORIGINAL,SPRING,Adventure;Mecha;Sci-Fi,Super Robot;Heterosexual;Kaiju;Episodic;Male Protagonist;Slapstick;Motorcycles;Love Triangle;Primarily Male Cast;Archery,64.0,1975-04-04,JP
La Seine no Hoshi,,TV,39.0,23.0,OTHER,SPRING,Action;Drama;Romance,Historical;Swordplay;Foreign;Female Protagonist,63.0,1975-04-04,JP
Don Chuck Monogatari,Don Chuck Stories,TV,26.0,25.0,ORIGINAL,SPRING,Adventure;Slice of Life,Kids;Animals,58.0,1975-04-05,JP
Gamba no Bouken,Gamba's Adventure,TV,26.0,25.0,OTHER,SPRING,Adventure,Animals;Ensemble Cast;Ships;Male Protagonist;Anthropomorphism;Primarily Animal Cast,73.0,1975-04-07,JP
Shounen Tokugawa Ieyasu,,TV,20.0,25.0,OTHER,SPRING,Drama,Historical;Shounen;Biographical,64.0,1975-04-09,JP
Getter Robo G,Getter Robo G,TV,39.0,24.0,MANGA,SPRING,Mecha,Super Robot;Demons;Conspiracy;War;Ensemble Cast;Kaiju;Cyborg;Shounen,62.0,1975-05-15,JP
Uchuu no Kishi Tekkaman,Space Knight Tekkaman,TV,26.0,25.0,ORIGINAL,SUMMER,Action;Adventure;Mecha;Sci-Fi,Tokusatsu;Episodic;Henshin;Superhero;Super Power;Post-Apocalyptic;Primarily Male Cast;Primarily Adult Cast;Male Protagonist;Space,60.0,1975-07-02,JP
Uchuu Enban Dai-Sensou,,MOVIE,1.0,30.0,ORIGINAL,SUMMER,Action;Mecha,Aliens;Super Robot;Space;Robots;Male Protagonist;Henshin;Tsundere,49.0,1975-07-21,JP
Great Mazinger vs. Getter Robo G: Kuuchuu Dai-Gekitotsu,,MOVIE,1.0,25.0,OTHER,SUMMER,Action;Mecha;Sci-Fi,Crossover;Super Robot,54.0,1975-07-26,JP
Iruka to Shounen,,TV,13.0,28.0,OTHER,SUMMER,Adventure,Kids;Animals,61.0,1975-07-30,JP
Arabian Nights: Sindbad no Bouken,Sinbad the Sailor,TV,52.0,20.0,OTHER,FALL,Adventure;Fantasy;Romance,Classic Literature;Foreign;Magic;Kids;Historical,65.0,1975-10-01,JP
Wanpaku Oomukashi Kum Kum,Kum Kum,TV,26.0,25.0,OTHER,FALL,Adventure;Comedy,Historical;Kids;Dinosaurs;Anachronism,49.0,1975-10-03,JP
Time Bokan,Time Fighters,TV,61.0,24.0,ORIGINAL,FALL,Adventure;Comedy;Mecha,Superhero,53.0,1975-10-04,JP
Koutetsu Jeeg,,TV,46.0,22.0,ORIGINAL,FALL,Action;Mecha;Sci-Fi,Super Robot;Male Protagonist;Cyborg;Henshin;Episodic;Demons;Primarily Male Cast;Motorcycles,66.0,1975-10-05,JP
UFO Robo Grendizer,UFO Robo Grendizer,TV,74.0,25.0,MANGA,FALL,Mecha,Super Robot;Aliens;War;Kaiju;Episodic;Shounen;Space,70.0,1975-10-05,JP
Ganso Tensai Bakabon,,TV,103.0,24.0,OTHER,FALL,Comedy,Surreal Comedy,58.0,1975-10-06,JP
Andes Shounen Pepero no Bouken,Adventures of Pepero the Andes Boy,TV,26.0,20.0,OTHER,FALL,Adventure,,57.0,1975-10-06,JP
Sougen no Shoujo Laura,Laura,TV,26.0,24.0,OTHER,FALL,Adventure,Rural;Family Life;Classic Literature;Foreign;Biographical;Female Protagonist,55.0,1975-10-07,JP
Huckleberry no Bouken,,TV,26.0,20.0,OTHER,WINTER,Adventure;Drama,Foreign;Classic Literature;Historical;Rural,67.0,1976-01-02,JP
Manga Nippon Mukashibanashi (1976),,TV,936.0,25.0,OTHER,WINTER,Fantasy,Historical,62.0,1976-01-03,JP
Haha wo Tazunete Sanzenri,3000 Leagues in Search of Mother,TV,52.0,26.0,OTHER,WINTER,Adventure;Drama,Classic Literature;Historical;Foreign;Male Protagonist;Kids;Travel;Coming of Age,72.0,1976-01-04,JP
Groizer X,Gloizer X,TV,36.0,25.0,OTHER,WINTER,Mecha;Sci-Fi,Super Robot;Aliens,56.0,1976-01-07,JP
Paul no Miracle Daisakusen,Paul's Miracle Strategy Plan,TV,51.0,20.0,ORIGINAL,SPRING,Adventure,Isekai,58.0,1976-03-10,JP
UFO Robo Grendizer tai Great Mazinger,,MOVIE,1.0,30.0,OTHER,SPRING,Mecha;Sci-Fi,Super Robot;Crossover;Aliens,59.0,1976-03-20,JP
Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,Puss-in-Boots: Travels Around the World in 80 Days,MOVIE,1.0,69.0,OTHER,SPRING,Adventure;Fantasy,Kids;Fairy Tale;Historical;Environmental;Classic Literature,64.0,1976-03-20,JP
Daikuu Maryuu Gaiking,Dino Mech Gaiking,TV,44.0,23.0,ORIGINAL,SPRING,Adventure;Mecha;Sci-Fi,Super Robot;Aliens;Space;Male Protagonist;Ensemble Cast;Episodic,65.0,1976-04-01,JP
Machine Hayabusa,,TV,21.0,23.0,ORIGINAL,SPRING,Action,Cars,57.0,1976-04-02,JP
Gowappa 5 Gordam,Goliath the Super Fighter,TV,36.0,25.0,ORIGINAL,SPRING,Action;Adventure;Mecha;Sci-Fi,,60.0,1976-04-04,JP
UFO Senshi Dai Apolon,,TV,26.0,24.0,ORIGINAL,SPRING,Action;Mecha,Super Robot;Kaiju;Episodic;Primarily Male Cast;American Football;Male Protagonist;Aliens,53.0,1976-04-06,JP
Shin Don Chuck Monogatari,,TV,73.0,25.0,OTHER,SPRING,Adventure;Slice of Life,Kids;Animals,60.0,1976-04-07,JP
Chou Denji Robo Combattler V,Combattler V,TV,54.0,25.0,ORIGINAL,SPRING,Adventure;Mecha;Sci-Fi,Aliens;Super Robot;Kaiju;Episodic;Robots;Heterosexual;Primarily Male Cast;Male Protagonist;War;Motorcycles,65.0,1976-04-17,JP
Pinocchio yori Piccolino no Bouken,,TV,52.0,20.0,OTHER,SPRING,Adventure,Kids;Animals;Fairy,55.0,1976-04-27,JP
Blocker Gundan IV Machine Blaster,Blocker Corps,TV,38.0,23.0,OTHER,SUMMER,Mecha;Sci-Fi,War;Super Robot,63.0,1976-07-05,JP
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,,MOVIE,1.0,31.0,OTHER,SUMMER,Adventure;Mecha,Super Robot;Kaiju;Crossover,58.0,1976-07-18,JP
Manga Furusato Mukashibanashi,,TV_SHORT,26.0,10.0,OTHER,SUMMER,Adventure,,53.0,1976-08-06,JP
